playerID,yearID_x,stint,teamID_x,lgID_x,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID_y,teamID_y,lgID_y,salary
wojcias01,2017,1,CIN,NL,4,3,25,8,0,0,0,187,71,45,14,19,64,0.287,6.5,1.0,1,5.0,0,279.0,2,48,5.0,2.0,3.0,,,,
woodal02,2017,1,LAN,NL,16,3,27,25,0,0,0,457,123,46,15,38,151,0.217,2.72,6.0,2,6.0,0,614.0,0,50,4.0,0.0,10.0,2016.0,LAN,NL,530000.0
woodbl01,2017,1,CIN,NL,1,4,55,0,0,0,0,172,64,36,5,29,62,0.284,5.65,1.0,6,1.0,2,259.0,17,40,0.0,4.0,5.0,2016.0,CIN,NL,600000.0
woodbl01,2017,2,LAA,AL,2,0,17,0,0,0,0,51,20,9,3,4,22,0.29,4.76,1.0,1,0.0,0,73.0,2,9,0.0,0.0,0.0,2016.0,CIN,NL,600000.0
woodhu01,2017,1,TBA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,1,0,0.0,0.0,0.0,,,,
woodrbr01,2017,1,MIL,NL,2,3,8,8,0,0,0,129,43,23,5,14,32,0.259,4.81,1.0,0,3.0,0,184.0,0,23,1.0,0.0,2.0,,,,
woodtr01,2017,1,KCA,AL,1,3,28,3,0,0,0,125,56,32,4,20,29,0.329,6.91,0.0,1,1.0,0,195.0,10,33,0.0,4.0,5.0,2016.0,CHN,NL,6170000.0
woodtr01,2017,2,SDN,NL,3,4,11,11,0,0,0,157,62,39,15,25,36,0.295,6.71,0.0,0,1.0,0,241.0,0,44,4.0,1.0,6.0,2016.0,CHN,NL,6170000.0
workmbr01,2017,1,BOS,AL,1,1,33,0,0,0,0,119,37,14,7,11,37,0.252,3.18,2.0,1,1.0,0,162.0,8,17,2.0,1.0,5.0,2016.0,BOS,AL,539500.0
worleva01,2017,1,MIA,NL,2,6,24,12,0,0,1,215,99,55,9,30,50,0.339,6.91,5.0,1,6.0,0,333.0,8,56,2.0,3.0,15.0,2016.0,BAL,AL,2600000.0
wrighda04,2017,1,LAA,AL,0,1,5,2,0,0,0,59,21,10,1,8,11,0.284,4.58,0.0,1,2.0,0,85.0,3,12,1.0,0.0,3.0,,,,
wrighmi01,2017,1,BAL,AL,0,0,13,0,0,0,0,75,26,16,5,7,28,0.265,5.76,0.0,1,3.0,0,109.0,4,16,0.0,1.0,2.0,2016.0,BAL,AL,510500.0
wrighst01,2017,1,BOS,AL,1,3,5,5,0,0,0,72,40,22,9,5,13,0.377,8.25,1.0,1,2.0,0,114.0,0,24,0.0,1.0,5.0,2016.0,BOS,AL,514500.0
yacabji01,2017,1,BAL,AL,2,0,14,0,0,0,0,62,18,10,2,14,8,0.247,4.35,1.0,1,0.0,0,90.0,7,10,0.0,3.0,4.0,,,,
yateski01,2017,1,LAA,AL,0,0,1,0,0,0,0,3,2,2,2,0,1,0.4,18.0,0.0,0,0.0,0,5.0,0,2,0.0,0.0,0.0,2016.0,NYA,AL,511900.0
yateski01,2017,2,SDN,NL,4,5,61,0,0,0,1,167,42,23,10,19,87,0.206,3.72,2.0,0,2.0,1,226.0,12,26,0.0,1.0,2.0,2016.0,NYA,AL,511900.0
ynoaga01,2017,1,BAL,AL,2,3,9,4,0,0,0,104,39,16,5,8,26,0.289,4.15,0.0,0,1.0,0,147.0,2,17,1.0,2.0,5.0,,,,
ynoami01,2017,1,CHA,AL,1,0,22,0,0,0,0,87,28,19,4,22,23,0.246,5.9,0.0,3,5.0,0,141.0,10,22,0.0,0.0,2.0,,,,
youngch03,2017,1,KCA,AL,0,0,14,2,0,0,0,90,47,25,7,14,22,0.353,7.5,2.0,1,1.0,0,148.0,5,27,0.0,0.0,3.0,2016.0,KCA,AL,4250000.0
zastrro01,2017,1,CHN,NL,0,0,4,0,0,0,0,39,19,12,2,7,11,0.352,8.31,0.0,0,1.0,0,62.0,0,13,0.0,0.0,3.0,,,,
zieglbr01,2017,1,MIA,NL,1,4,53,0,0,0,10,141,57,25,1,16,26,0.306,4.79,6.0,1,6.0,0,211.0,21,29,3.0,0.0,10.0,2016.0,ARI,NL,5500000.0
zimmejo02,2017,1,DET,AL,8,13,29,29,0,0,0,480,204,108,29,44,103,0.313,6.08,2.0,3,7.0,0,713.0,0,111,3.0,8.0,19.0,2016.0,DET,AL,18000000.0
zychto01,2017,1,SEA,AL,6,3,45,0,0,0,1,122,30,12,2,21,35,0.208,2.66,3.0,1,5.0,1,173.0,7,12,1.0,2.0,5.0,2016.0,SEA,AL,511000.0
adamja01,2018,1,KCA,AL,0,3,31,0,0,0,0,97,30,22,9,15,37,0.246,6.12,1.0,4,3.0,1,142.0,14,22,0.0,2.0,1.0,,,,
adamsau02,2018,1,WAS,NL,0,0,2,0,0,0,0,3,1,0,0,3,0,0.25,0.0,0.0,0,0.0,0,7.0,0,0,0.0,0.0,0.0,,,,
adamsch01,2018,1,NYA,AL,0,1,3,1,0,0,0,23,8,6,3,4,4,0.267,7.04,0.0,0,0.0,0,34.0,1,7,0.0,0.0,2.0,,,,
alberma01,2018,1,MIL,NL,3,3,34,0,0,0,1,103,45,28,10,12,32,0.321,7.34,2.0,1,2.0,0,157.0,10,29,0.0,3.0,6.0,2016.0,CHA,AL,2000000.0
alcansa01,2018,1,MIA,NL,2,3,6,6,0,0,0,102,25,13,3,23,30,0.214,3.44,0.0,0,2.0,0,146.0,0,13,2.0,2.0,2.0,,,,
alcanvi01,2018,1,DET,AL,1,1,27,0,0,0,0,90,25,8,5,6,21,0.223,2.4,0.0,2,0.0,0,119.0,8,8,0.0,1.0,1.0,,,,
alexasc01,2018,1,LAN,NL,2,1,73,1,0,0,3,198,57,27,4,27,56,0.239,3.68,2.0,2,2.0,0,268.0,8,28,1.0,0.0,15.0,,,,
allarko01,2018,1,ATL,NL,1,1,3,1,0,0,0,24,19,11,3,4,3,0.463,12.38,0.0,0,1.0,1,47.0,0,12,1.0,0.0,1.0,,,,
allenco01,2018,1,CLE,AL,4,6,70,0,0,0,27,201,58,35,11,33,80,0.231,4.7,2.0,3,4.0,0,289.0,45,35,1.0,0.0,5.0,2016.0,CLE,AL,4150000.0
almonmi01,2018,1,LAA,AL,0,0,8,0,0,0,0,21,9,8,1,3,7,0.3,10.29,0.0,1,1.0,0,34.0,4,8,0.0,0.0,0.0,,,,
almonye01,2018,1,COL,NL,0,0,14,0,0,0,0,44,15,3,1,4,14,0.273,1.84,0.0,1,0.0,0,60.0,3,5,0.0,1.0,4.0,,,,
altavda01,2018,1,SEA,AL,3,2,22,0,0,0,0,62,11,6,2,15,23,0.162,2.61,0.0,4,2.0,0,85.0,3,7,0.0,0.0,3.0,,,,
alvarjo02,2018,1,LAA,AL,6,4,76,0,0,0,1,189,51,19,3,22,59,0.217,2.71,2.0,1,2.0,0,261.0,5,20,2.0,0.0,6.0,2016.0,LAA,AL,507500.0
alvarjo03,2018,1,TBA,AL,1,6,70,0,0,0,8,192,42,17,1,29,80,0.183,2.39,4.0,2,1.0,0,263.0,17,21,2.0,2.0,3.0,,,,
anderbr04,2018,1,OAK,AL,4,5,17,17,0,0,0,241,90,40,10,13,47,0.285,4.48,0.0,3,2.0,0,333.0,0,42,2.0,0.0,9.0,2016.0,LAN,NL,15800000.0
anderch01,2018,1,MIL,NL,9,8,30,30,0,0,0,474,131,69,30,57,128,0.228,3.93,0.0,1,7.0,0,644.0,0,71,4.0,1.0,13.0,2016.0,MIL,NL,520200.0
anderdr02,2018,1,PHI,NL,0,1,5,1,0,0,0,38,17,7,0,2,11,0.309,4.97,0.0,0,2.0,0,59.0,1,7,0.0,0.0,1.0,,,,
anderju01,2018,1,LAA,AL,3,3,57,0,0,0,4,166,42,25,3,40,67,0.214,4.07,3.0,9,4.0,1,241.0,10,25,0.0,0.0,9.0,,,,
anderta01,2018,1,PIT,NL,1,0,6,0,0,0,0,34,15,8,1,8,6,0.333,6.35,2.0,2,1.0,0,56.0,1,10,2.0,0.0,3.0,,,,
anderty01,2018,1,COL,NL,7,9,32,32,0,0,0,528,165,89,30,59,164,0.248,4.55,1.0,9,3.0,2,737.0,0,94,3.0,7.0,13.0,2016.0,COL,NL,509500.0
andrima01,2018,1,TBA,AL,3,4,27,4,0,0,0,179,55,27,7,18,59,0.24,4.07,3.0,3,2.0,0,251.0,6,32,1.0,1.0,6.0,,,,
andrima01,2018,2,ARI,NL,0,3,14,1,0,0,0,57,29,19,8,7,19,0.354,9.0,2.0,0,0.0,0,89.0,7,19,0.0,0.0,3.0,,,,
aranovi01,2018,1,PHI,NL,1,2,60,0,0,0,3,178,54,18,6,17,60,0.239,2.73,4.0,1,1.0,0,246.0,14,19,0.0,2.0,4.0,,,,
araujpe01,2018,1,BAL,AL,1,3,20,0,0,0,0,84,29,24,9,18,29,0.264,7.71,0.0,1,2.0,0,130.0,8,24,0.0,0.0,2.0,,,,
archech01,2018,1,TBA,AL,3,5,17,17,0,0,0,288,102,46,11,31,102,0.271,4.31,0.0,3,4.0,0,413.0,0,50,0.0,1.0,10.0,2016.0,TBA,AL,2916667.0
archech01,2018,2,PIT,NL,3,3,10,10,0,0,0,157,53,25,8,18,60,0.262,4.3,3.0,3,2.0,0,225.0,0,27,1.0,2.0,4.0,2016.0,TBA,AL,2916667.0
arciafr01,2018,1,LAA,AL,0,0,2,0,0,0,0,9,5,3,2,0,0,0.385,9.0,0.0,0,0.0,0,13.0,2,3,0.0,0.0,1.0,,,,
armstsh01,2018,1,SEA,AL,0,1,14,0,0,0,1,44,9,2,1,3,15,0.184,1.23,1.0,0,3.0,0,57.0,3,2,0.0,2.0,0.0,,,,
arrieja01,2018,1,PHI,NL,10,11,31,31,0,0,0,518,165,76,21,57,138,0.254,3.96,0.0,11,7.0,1,724.0,0,93,1.0,8.0,22.0,2016.0,CHN,NL,10700000.0
asheral01,2018,1,MIL,NL,0,0,2,0,0,0,0,9,2,0,0,1,2,0.167,0.0,0.0,0,0.0,0,13.0,1,0,0.0,0.0,0.0,,,,
astudwi01,2018,1,MIN,AL,0,0,1,0,0,0,0,3,5,5,2,0,0,0.625,45.0,0.0,0,0.0,0,8.0,1,5,0.0,0.0,0.0,,,,
avilaal01,2018,1,ARI,NL,0,0,1,0,0,0,0,6,1,0,0,0,0,0.143,0.0,0.0,0,0.0,0,7.0,1,0,0.0,0.0,0.0,2016.0,CHA,AL,2500000.0
avilalu01,2018,1,CHA,AL,2,1,58,0,0,0,2,119,40,17,2,14,46,0.26,3.86,2.0,2,2.0,0,172.0,7,20,1.0,1.0,1.0,,,,
avilalu01,2018,2,PHI,NL,0,0,12,0,0,0,0,17,4,2,1,4,5,0.19,3.18,1.0,0,0.0,0,25.0,1,2,0.0,0.0,0.0,,,,
axforjo01,2018,1,TOR,AL,4,1,45,1,0,0,0,153,44,25,6,20,50,0.234,4.41,1.0,6,2.0,0,211.0,11,27,0.0,1.0,8.0,2016.0,OAK,AL,4500000.0
axforjo01,2018,2,LAN,NL,0,0,5,0,0,0,0,11,8,7,0,2,4,0.444,17.18,0.0,0,1.0,0,22.0,1,8,0.0,1.0,0.0,2016.0,OAK,AL,4500000.0
baezpe01,2018,1,LAN,NL,4,3,55,0,0,0,0,169,46,18,4,23,62,0.22,2.88,2.0,0,1.0,1,237.0,8,19,2.0,2.0,3.0,2016.0,LAN,NL,520000.0
baezsa01,2018,1,DET,AL,0,0,9,0,0,0,0,43,12,8,2,9,10,0.222,5.02,1.0,1,2.0,0,66.0,0,12,0.0,1.0,1.0,,,,
baileho02,2018,1,CIN,NL,1,14,20,20,1,0,0,319,141,72,23,33,75,0.313,6.09,9.0,2,2.0,1,494.0,0,82,5.0,3.0,4.0,2016.0,CIN,NL,18000000.0
bandaan01,2018,1,TBA,AL,1,0,3,1,0,0,0,44,12,6,1,3,10,0.235,3.68,0.0,0,0.0,0,56.0,1,6,1.0,1.0,2.0,,,,
barbajo01,2018,1,DET,AL,0,0,7,0,0,0,0,20,11,9,3,5,2,0.379,12.15,1.0,2,1.0,0,36.0,4,9,1.0,0.0,0.0,2016.0,NYA,AL,507500.0
bardlu01,2018,1,LAA,AL,0,0,8,0,0,0,0,35,10,7,4,5,13,0.222,5.4,1.0,1,3.0,0,53.0,3,7,0.0,0.0,0.0,,,,
barlosc01,2018,1,KCA,AL,1,1,6,0,0,0,0,45,16,6,2,3,15,0.258,3.6,0.0,0,0.0,0,65.0,3,7,0.0,0.0,0.0,,,,
barneda02,2018,1,TOR,AL,3,3,47,0,0,0,0,123,47,26,6,22,38,0.285,5.71,1.0,0,1.0,0,191.0,6,28,0.0,2.0,3.0,,,,
barneja01,2018,1,MIL,NL,0,1,49,0,0,0,2,146,51,18,4,23,47,0.266,3.33,2.0,4,0.0,0,217.0,19,24,1.0,1.0,5.0,,,,
barnema01,2018,1,BOS,AL,6,4,62,0,0,0,0,185,47,25,5,31,96,0.204,3.65,1.0,8,2.0,0,265.0,8,25,0.0,2.0,2.0,2016.0,BOS,AL,511000.0
barneto01,2018,1,TEX,AL,2,0,22,0,0,0,0,79,19,7,2,5,26,0.196,2.39,0.0,0,2.0,0,104.0,5,11,0.0,0.0,2.0,2016.0,TEX,AL,1500000.0
barraky01,2018,1,MIA,NL,1,6,61,0,0,0,10,167,40,26,8,34,60,0.197,4.2,3.0,4,5.0,0,245.0,25,27,2.0,1.0,4.0,,,,
barreja01,2018,1,ARI,NL,0,1,7,0,0,0,0,21,8,4,1,2,6,0.286,5.14,0.0,1,0.0,0,30.0,5,4,0.0,0.0,1.0,2016.0,ARI,NL,507500.0
barrija01,2018,1,LAA,AL,10,9,26,26,0,0,0,388,117,49,17,47,98,0.242,3.41,0.0,3,6.0,1,537.0,0,50,0.0,0.0,13.0,,,,
bashlty01,2018,1,NYN,NL,0,3,24,0,0,0,0,96,26,15,6,12,25,0.218,4.22,0.0,1,3.0,0,135.0,6,16,1.0,0.0,1.0,,,,
bassan01,2018,1,CHN,NL,0,0,16,0,0,0,0,46,18,5,1,3,14,0.305,2.93,0.0,2,0.0,0,62.0,3,6,0.0,0.0,2.0,,,,
bassich01,2018,1,OAK,AL,2,3,11,7,0,0,0,143,40,16,4,19,41,0.221,3.02,0.0,2,4.0,0,204.0,0,21,0.0,0.0,1.0,2016.0,OAK,AL,510000.0
bauertr01,2018,1,CLE,AL,12,6,28,27,0,0,1,526,134,43,9,57,221,0.208,2.21,2.0,12,9.0,0,717.0,1,51,3.0,3.0,7.0,2016.0,CLE,AL,1697500.0
baumabu01,2018,1,SDN,NL,0,1,1,0,0,0,0,1,2,2,0,2,0,0.667,54.0,0.0,0,0.0,0,6.0,0,5,1.0,0.0,0.0,2016.0,SDN,NL,520000.0
baumabu01,2018,2,NYN,NL,0,1,3,0,0,0,0,9,7,8,1,5,4,0.438,24.0,2.0,0,0.0,0,21.0,1,8,0.0,0.0,0.0,2016.0,SDN,NL,520000.0
bautige01,2018,1,NYN,NL,0,1,5,0,0,0,0,13,8,6,2,5,3,0.444,12.46,0.0,1,0.0,0,25.0,5,6,0.0,2.0,0.0,,,,
beckch02,2018,1,CHA,AL,0,0,14,0,0,0,1,71,24,11,5,11,16,0.27,4.18,0.0,1,1.0,0,102.0,8,11,0.0,1.0,1.0,,,,
beckch02,2018,2,NYN,NL,0,0,6,0,0,0,0,31,10,6,3,9,5,0.27,5.23,0.0,0,0.0,0,46.0,1,6,0.0,0.0,1.0,,,,
bedroca01,2018,1,LAA,AL,5,4,71,0,0,0,1,192,63,27,7,26,57,0.263,3.8,0.0,1,2.0,0,271.0,7,30,1.0,1.0,12.0,2016.0,LAA,AL,510500.0
beedety01,2018,1,SFN,NL,0,1,2,2,0,0,0,23,9,7,0,8,9,0.29,8.22,0.0,0,1.0,0,40.0,0,7,0.0,0.0,1.0,,,,
beeksja01,2018,1,BOS,AL,0,1,2,1,0,0,0,19,11,9,1,4,5,0.379,12.79,0.0,0,1.0,0,34.0,0,9,0.0,0.0,1.0,,,,
beeksja01,2018,2,TBA,AL,5,0,12,0,0,0,0,133,41,22,5,20,37,0.248,4.47,0.0,0,2.0,0,189.0,0,22,1.0,1.0,7.0,,,,
belisma01,2018,1,CLE,AL,0,0,8,0,0,0,0,32,9,6,1,1,4,0.22,5.06,0.0,1,2.0,0,44.0,3,6,0.0,0.0,0.0,2016.0,WAS,NL,1250000.0
belisma01,2018,2,MIN,AL,1,1,25,0,0,0,0,71,40,24,5,10,21,0.381,9.13,1.0,0,1.0,0,118.0,11,26,1.0,1.0,3.0,2016.0,WAS,NL,1250000.0
belivje01,2018,1,CLE,AL,0,0,9,0,0,0,1,14,7,6,2,5,2,0.35,11.57,0.0,0,1.0,0,26.0,2,6,0.0,0.0,1.0,,,,
bellch02,2018,1,DET,AL,0,1,3,0,0,0,0,22,14,7,1,2,7,0.424,8.59,1.0,0,0.0,0,36.0,0,7,0.0,1.0,2.0,,,,
bergmch01,2018,1,SEA,AL,0,1,3,2,0,0,0,42,12,9,4,3,7,0.231,5.79,0.0,0,0.0,0,57.0,0,9,1.0,1.0,1.0,2016.0,COL,NL,512500.0
berrijo01,2018,1,MIN,AL,12,11,32,32,2,1,0,577,159,82,25,61,202,0.222,3.84,1.0,2,13.0,0,797.0,0,83,2.0,4.0,11.0,,,,
betande01,2018,1,NYA,AL,4,6,66,0,0,0,4,200,44,20,7,26,115,0.186,2.7,2.0,4,5.0,1,272.0,15,22,3.0,1.0,3.0,2016.0,NYA,AL,507500.0
bettich01,2018,1,COL,NL,5,2,27,20,0,0,0,361,121,67,18,47,80,0.265,5.01,3.0,3,5.0,1,518.0,2,72,5.0,5.0,12.0,2016.0,COL,NL,512500.0
biagijo01,2018,1,TOR,AL,4,7,50,4,0,0,0,216,96,48,14,24,53,0.323,6.0,0.0,8,6.0,0,328.0,7,50,0.0,1.0,11.0,2016.0,TOR,AL,507500.0
bibenau01,2018,1,TEX,AL,2,3,13,6,0,0,0,135,56,31,9,14,33,0.308,6.2,0.0,2,5.0,0,203.0,4,33,2.0,0.0,4.0,,,,
biddlje01,2018,1,ATL,NL,6,1,60,0,0,0,1,191,50,22,6,31,67,0.218,3.11,5.0,2,3.0,0,266.0,14,26,2.0,1.0,8.0,,,,
biebesh01,2018,1,CLE,AL,11,5,20,19,0,0,0,344,130,58,13,23,118,0.285,4.55,0.0,5,2.0,0,485.0,0,60,0.0,4.0,9.0,,,,
blachty01,2018,1,SFN,NL,6,7,47,13,0,0,0,356,133,56,8,41,75,0.289,4.25,4.0,1,1.0,1,512.0,13,62,8.0,1.0,18.0,,,,
blackpa01,2018,1,OAK,AL,2,3,6,6,0,0,0,83,33,22,2,6,19,0.303,7.16,0.0,1,2.0,0,119.0,0,23,0.0,2.0,2.0,,,,
blackra01,2018,1,SFN,NL,2,2,26,0,0,0,0,70,17,16,4,10,33,0.207,6.17,0.0,1,1.0,0,95.0,4,16,2.0,0.0,2.0,,,,
blandal01,2018,1,CIN,NL,0,0,1,0,0,0,0,3,1,0,0,0,2,0.25,0.0,0.0,1,0.0,0,4.0,1,0,0.0,0.0,0.0,,,,
bleicje01,2018,1,OAK,AL,0,0,2,0,0,0,0,1,2,2,0,0,1,0.667,54.0,0.0,0,1.0,0,4.0,0,2,0.0,0.0,0.0,,,,
bleieri01,2018,1,BAL,AL,3,0,31,0,0,0,0,98,36,7,0,4,15,0.286,1.93,1.0,1,1.0,0,133.0,4,7,0.0,2.0,5.0,,,,
blevije01,2018,1,NYN,NL,3,2,64,1,0,0,1,128,36,23,6,22,41,0.225,4.85,1.0,1,5.0,0,188.0,7,24,0.0,1.0,1.0,2016.0,NYN,NL,4000000.0
borucry01,2018,1,TOR,AL,4,6,17,17,0,0,0,293,96,42,7,33,67,0.256,3.87,3.0,2,2.0,0,415.0,0,48,3.0,2.0,12.0,,,,
bowmama01,2018,1,SLN,NL,0,2,22,0,0,0,0,69,29,16,4,11,26,0.309,6.26,3.0,1,1.0,0,109.0,5,16,2.0,1.0,2.0,2016.0,SLN,NL,507500.0
boxbebr01,2018,1,ARI,NL,3,7,60,0,0,0,32,160,44,26,9,32,71,0.221,4.39,4.0,3,1.0,0,235.0,45,30,2.0,1.0,4.0,2016.0,TBA,AL,519200.0
boydma01,2018,1,DET,AL,9,13,31,31,0,0,0,511,146,83,27,51,159,0.228,4.39,0.0,6,11.0,2,709.0,0,87,2.0,6.0,8.0,,,,
boyerbl01,2018,1,KCA,AL,2,1,21,0,0,0,1,65,32,29,7,13,9,0.344,12.05,3.0,0,0.0,0,109.0,8,33,0.0,3.0,1.0,2016.0,MIL,NL,950000.0
brachbr01,2018,1,BAL,AL,1,2,42,0,0,0,11,117,50,21,4,19,38,0.303,4.85,1.0,1,0.0,0,185.0,24,24,1.0,0.0,4.0,2016.0,BAL,AL,1250000.0
brachbr01,2018,2,ATL,NL,1,2,27,0,0,0,1,71,22,4,1,9,22,0.237,1.52,1.0,2,1.0,1,104.0,8,8,0.0,1.0,0.0,2016.0,BAL,AL,1250000.0
brachsi01,2018,1,ARI,NL,2,0,31,0,0,0,0,93,25,11,2,12,34,0.223,3.19,2.0,2,3.0,0,129.0,7,12,1.0,1.0,2.0,2016.0,ARI,NL,509300.0
bradfch02,2018,1,SEA,AL,5,0,46,0,0,0,0,161,55,22,9,14,38,0.262,3.69,1.0,1,5.0,0,231.0,15,23,0.0,2.0,3.0,,,,
bradlar01,2018,1,ARI,NL,4,5,76,0,0,0,3,215,62,29,9,20,75,0.229,3.64,1.0,2,4.0,1,296.0,8,30,1.0,0.0,6.0,,,,
brasiry01,2018,1,BOS,AL,2,0,34,0,0,0,0,101,19,6,2,7,29,0.171,1.6,0.0,1,0.0,0,124.0,5,6,1.0,5.0,3.0,,,,
braulst01,2018,1,PIT,NL,6,3,45,5,0,0,0,275,84,47,10,57,82,0.244,4.61,4.0,9,8.0,0,413.0,6,51,3.0,1.0,9.0,,,,
brebbjo01,2018,1,SLN,NL,3,3,45,0,0,0,2,152,43,18,5,16,60,0.226,3.2,2.0,1,0.0,0,209.0,17,18,1.0,2.0,3.0,,,,
breweco01,2018,1,SDN,NL,1,0,11,0,0,0,0,29,15,6,0,7,10,0.357,5.59,0.0,1,0.0,0,49.0,5,10,0.0,0.0,2.0,,,,
briceau01,2018,1,CIN,NL,2,3,33,0,0,0,0,112,39,24,9,13,32,0.271,5.79,6.0,1,3.0,0,162.0,8,26,1.0,1.0,3.0,,,,
bridwpa01,2018,1,LAA,AL,1,0,5,1,0,0,0,20,14,13,5,2,3,0.438,17.55,0.0,0,0.0,0,36.0,2,13,1.0,1.0,1.0,,,,
brighje01,2018,1,MIA,NL,0,4,4,4,0,0,0,49,16,11,2,13,12,0.271,6.06,0.0,0,2.0,0,77.0,0,11,0.0,3.0,2.0,,,,
brittza01,2018,1,BAL,AL,1,0,16,0,0,0,4,47,11,6,1,10,13,0.212,3.45,0.0,2,1.0,0,63.0,11,6,0.0,0.0,2.0,2016.0,BAL,AL,6750000.0
brittza01,2018,2,NYA,AL,1,0,25,0,0,0,3,75,18,8,2,11,21,0.196,2.88,0.0,5,2.0,0,106.0,10,10,0.0,1.0,3.0,2016.0,BAL,AL,6750000.0
brookaa01,2018,1,OAK,AL,0,0,3,0,0,0,0,8,1,0,0,2,1,0.125,0.0,0.0,0,0.0,0,10.0,2,0,0.0,0.0,1.0,2016.0,CHN,NL,510000.0
brothre01,2018,1,ATL,NL,0,0,1,0,0,0,0,0,0,1,0,2,0,,,0.0,0,0.0,0,2.0,0,1,0.0,0.0,0.0,,,,
buchhcl01,2018,1,ARI,NL,7,2,16,16,1,0,0,295,80,22,9,22,81,0.22,2.01,1.0,1,3.0,0,393.0,0,25,0.0,4.0,9.0,2016.0,BOS,AL,13000000.0
buchtry01,2018,1,OAK,AL,6,0,54,0,0,0,0,118,32,12,4,15,41,0.219,2.75,1.0,1,0.0,0,163.0,4,17,1.0,1.0,0.0,2016.0,SDN,NL,520000.0
buehlwa01,2018,1,LAN,NL,8,5,24,23,0,0,0,412,95,40,12,37,151,0.193,2.62,1.0,4,6.0,0,541.0,0,43,2.0,3.0,5.0,,,,
bumgama01,2018,1,SFN,NL,6,7,21,21,0,0,0,389,118,47,14,43,109,0.238,3.26,3.0,3,5.0,1,551.0,0,51,5.0,3.0,9.0,2016.0,SFN,NL,9916667.0
bummeaa01,2018,1,CHA,AL,0,1,37,0,0,0,0,95,40,15,1,10,35,0.301,4.26,0.0,7,1.0,1,144.0,9,19,0.0,0.0,5.0,,,,
bundydy01,2018,1,BAL,AL,8,16,31,31,1,0,0,515,188,104,41,54,184,0.274,5.45,1.0,6,6.0,1,750.0,0,116,3.0,2.0,13.0,2016.0,BAL,AL,1800000.0
burdini01,2018,1,PIT,NL,0,0,2,0,0,0,0,4,3,3,1,2,2,0.375,20.25,0.0,0,0.0,0,10.0,1,4,0.0,0.0,0.0,,,,
burneco01,2018,1,MIL,NL,7,0,30,0,0,0,1,114,27,11,4,11,35,0.199,2.61,2.0,2,3.0,1,152.0,6,11,1.0,1.0,3.0,,,,
burrry01,2018,1,CHA,AL,0,0,8,0,0,0,0,29,12,8,3,6,6,0.333,7.45,1.0,0,1.0,0,44.0,1,8,1.0,0.0,2.0,,,,
busenal01,2018,1,MIN,AL,4,1,23,0,0,0,0,76,37,22,8,14,26,0.339,7.82,0.0,2,2.0,0,126.0,7,25,0.0,1.0,2.0,,,,
bushma01,2018,1,TEX,AL,0,0,21,0,0,0,0,69,23,12,3,14,19,0.256,4.7,0.0,1,2.0,0,108.0,6,13,0.0,2.0,0.0,,,,
buterdr01,2018,1,KCA,AL,0,0,1,0,0,0,0,1,2,2,0,3,0,0.667,54.0,0.0,0,0.0,0,6.0,1,2,0.0,0.0,0.0,2016.0,KCA,AL,1162500.0
butleed01,2018,1,CHN,NL,1,1,8,0,0,0,0,53,16,8,1,7,11,0.242,4.08,0.0,1,0.0,0,75.0,3,10,1.0,1.0,1.0,,,,
butleed01,2018,2,TEX,AL,1,2,22,0,0,0,2,96,43,23,10,12,18,0.316,6.47,1.0,5,2.0,0,153.0,6,24,0.0,3.0,2.0,,,,
buttrty01,2018,1,LAA,AL,0,1,16,0,0,0,4,49,15,6,0,5,20,0.238,3.31,0.0,0,0.0,1,70.0,4,7,1.0,1.0,0.0,,,,
cahiltr01,2018,1,OAK,AL,7,4,21,20,0,0,0,330,90,46,8,41,100,0.227,3.76,0.0,8,5.0,0,450.0,0,52,3.0,3.0,9.0,2016.0,CHN,NL,4250000.0
caratvi01,2018,1,CHN,NL,0,0,2,0,0,0,0,6,3,2,1,0,0,0.375,9.0,0.0,0,0.0,0,8.0,0,2,0.0,0.0,1.0,,,,
carlesh01,2018,1,ATL,NL,4,1,53,0,0,0,1,189,50,20,2,27,43,0.221,2.86,7.0,2,1.0,0,259.0,8,22,1.0,4.0,9.0,,,,
carpery01,2018,1,DET,AL,1,2,6,5,0,0,0,67,34,18,8,4,15,0.347,7.25,0.0,0,3.0,0,107.0,0,19,0.0,2.0,1.0,,,,
carraca01,2018,1,CLE,AL,17,10,32,30,2,0,0,576,173,72,21,43,231,0.238,3.38,4.0,9,6.0,0,784.0,1,78,4.0,5.0,11.0,2016.0,CLE,AL,4500000.0
carroco01,2018,1,BAL,AL,0,2,15,0,0,0,0,51,21,17,6,13,16,0.296,9.0,0.0,3,0.0,1,84.0,3,17,0.0,0.0,2.0,,,,
cashnan01,2018,1,BAL,AL,4,15,28,28,0,0,0,459,177,90,25,65,99,0.291,5.29,3.0,6,3.0,0,681.0,0,97,1.0,3.0,13.0,2016.0,SDN,NL,7150000.0
